,text,tokens,filtered_tokens,tagged_tokens,nouns
864,Won't disappoint.,"['Wo', ""n't"", 'disappoint', '.']","['wo', ""n't"", 'disappoint', '.']","[('wo', 'MD'), (""n't"", 'RB'), ('disappoint', 'VB'), ('.', '.')]",[]
865,Ny style pizza,"['Ny', 'style', 'pizza']","['ny', 'style', 'pizza']","[('ny', 'JJ'), ('style', 'NN'), ('pizza', 'NN')]","['style', 'pizza']"
866,Tasted like joes pizza,"['Tasted', 'like', 'joes', 'pizza']","['tasted', 'like', 'joes', 'pizza']","[('tasted', 'VBN'), ('like', 'IN'), ('joes', 'NNS'), ('pizza', 'VBP')]",['joes']
867,Expensive slices compared to back in NY,"['Expensive', 'slices', 'compared', 'to', 'back', 'in', 'NY']","['expensive', 'slices', 'compared', 'back', 'ny']","[('expensive', 'JJ'), ('slices', 'NNS'), ('compared', 'VBN'), ('back', 'RB'), ('ny', 'JJ')]",['slices']
868,Soda in ghetto solo cups.,"['Soda', 'in', 'ghetto', 'solo', 'cups', '.']","['soda', 'ghetto', 'solo', 'cups', '.']","[('soda', 'NN'), ('ghetto', 'NN'), ('solo', 'NN'), ('cups', 'NN'), ('.', '.')]","['soda', 'ghetto', 'solo', 'cups']"
869,"FOOD =GREAT

STAFF= Friendly / new Yorker vibe

PRICE= Good for Vegas casino 


Great secret spot for delicious pizza.
Staff is great & pizza might be close to the best in Vegas! Get there before a line starts forming this place gets packed quick","['FOOD', '=GREAT', 'STAFF=', 'Friendly', '/', 'new', 'Yorker', 'vibe', 'PRICE=', 'Good', 'for', 'Vegas', 'casino', 'Great', 'secret', 'spot', 'for', 'delicious', 'pizza', '.', 'Staff', 'is', 'great', '&', 'pizza', 'might', 'be', 'close', 'to', 'the', 'best', 'in', 'Vegas', '!', 'Get', 'there', 'before', 'a', 'line', 'starts', 'forming', 'this', 'place', 'gets', 'packed', 'quick']","['food', '=great', 'staff=', 'friendly', '/', 'new', 'yorker', 'vibe', 'price=', 'good', 'vegas', 'casino', 'great', 'secret', 'spot', 'delicious', 'pizza', '.', 'staff', 'great', '&', 'pizza', 'might', 'close', 'best', 'vegas', '!', 'get', 'line', 'starts', 'forming', 'place', 'gets', 'packed', 'quick']","[('food', 'NN'), ('=great', 'NN'), ('staff=', 'NN'), ('friendly', 'RB'), ('/', 'VBD'), ('new', 'JJ'), ('yorker', 'NN'), ('vibe', 'NN'), ('price=', 'NN'), ('good', 'JJ'), ('vegas', 'NN'), ('casino', 'NN'), ('great', 'JJ'), ('secret', 'JJ'), ('spot', 'NN'), ('delicious', 'JJ'), ('pizza', 'NN'), ('.', '.'), ('staff', 'NN'), ('great', 'JJ'), ('&', 'CC'), ('pizza', 'NN'), ('might', 'MD'), ('close', 'VB'), ('best', 'JJS'), ('vegas', 'NN'), ('!', '.'), ('get', 'VB'), ('line', 'NN'), ('starts', 'NNS'), ('forming', 'VBG'), ('place', 'NN'), ('gets', 'VBZ'), ('packed', 'VBN'), ('quick', 'NN')]","['food', '=great', 'staff=', 'yorker', 'vibe', 'price=', 'vegas', 'casino', 'spot', 'pizza', 'staff', 'pizza', 'vegas', 'line', 'starts', 'place', 'quick']"
870,Definitely check this place out while you are in Vegas.,"['Definitely', 'check', 'this', 'place', 'out', 'while', 'you', 'are', 'in', 'Vegas', '.']","['definitely', 'check', 'place', 'vegas', '.']","[('definitely', 'RB'), ('check', 'VB'), ('place', 'NN'), ('vegas', 'NN'), ('.', '.')]","['place', 'vegas']"
871,Came here late on a Sunday night with two of my friends,"['Came', 'here', 'late', 'on', 'a', 'Sunday', 'night', 'with', 'two', 'of', 'my', 'friends']","['came', 'late', 'sunday', 'night', 'two', 'friends']","[('came', 'VBD'), ('late', 'JJ'), ('sunday', 'JJ'), ('night', 'NN'), ('two', 'CD'), ('friends', 'NNS')]","['night', 'friends']"
872,"I got 2 slices - 1 vegetable, and the other meatball and goat cheese for $12","['I', 'got', '2', 'slices', '-', '1', 'vegetable', ',', 'and', 'the', 'other', 'meatball', 'and', 'goat', 'cheese', 'for', '$', '12']","['i', 'got', '2', 'slices', '-', '1', 'vegetable', ',', 'meatball', 'goat', 'cheese', '$', '12']","[('i', 'NN'), ('got', 'VBD'), ('2', 'CD'), ('slices', 'NNS'), ('-', ':'), ('1', 'CD'), ('vegetable', 'JJ'), (',', ','), ('meatball', 'JJ'), ('goat', 'NN'), ('cheese', 'JJ'), ('$', '$'), ('12', 'CD')]","['i', 'slices', 'goat']"
873,Both slices were delicious however a little disappointing because they weren't heated up very well so the experience was a little lackluster.,"['Both', 'slices', 'were', 'delicious', 'however', 'a', 'little', 'disappointing', 'because', 'they', 'were', ""n't"", 'heated', 'up', 'very', 'well', 'so', 'the', 'experience', 'was', 'a', 'little', 'lackluster', '.']","['both', 'slices', 'delicious', 'however', 'little', 'disappointing', ""n't"", 'heated', 'well', 'experience', 'little', 'lackluster', '.']","[('both', 'DT'), ('slices', 'NNS'), ('delicious', 'VBP'), ('however', 'RB'), ('little', 'JJ'), ('disappointing', 'JJ'), (""n't"", 'RB'), ('heated', 'VBN'), ('well', 'RB'), ('experience', 'RB'), ('little', 'JJ'), ('lackluster', 'NN'), ('.', '.')]","['slices', 'lackluster']"
874,"Pretty solid pizza joint, ny style, big slices, a bit pricey as my slice of pepperoni was $5","['Pretty', 'solid', 'pizza', 'joint', ',', 'ny', 'style', ',', 'big', 'slices', ',', 'a', 'bit', 'pricey', 'as', 'my', 'slice', 'of', 'pepperoni', 'was', '$', '5']","['pretty', 'solid', 'pizza', 'joint', ',', 'ny', 'style', ',', 'big', 'slices', ',', 'bit', 'pricey', 'slice', 'pepperoni', '$', '5']","[('pretty', 'RB'), ('solid', 'JJ'), ('pizza', 'NN'), ('joint', 'NN'), (',', ','), ('ny', 'JJ'), ('style', 'NN'), (',', ','), ('big', 'JJ'), ('slices', 'NNS'), (',', ','), ('bit', 'NN'), ('pricey', 'JJ'), ('slice', 'NN'), ('pepperoni', 'VBD'), ('$', '$'), ('5', 'CD')]","['pizza', 'joint', 'style', 'slices', 'bit', 'slice']"
875,Located on third floor beside sushi rest,"['Located', 'on', 'third', 'floor', 'beside', 'sushi', 'rest']","['located', 'third', 'floor', 'beside', 'sushi', 'rest']","[('located', 'VBN'), ('third', 'JJ'), ('floor', 'NN'), ('beside', 'IN'), ('sushi', 'NN'), ('rest', 'NN')]","['floor', 'sushi', 'rest']"
876,Worth a trip tho.,"['Worth', 'a', 'trip', 'tho', '.']","['worth', 'trip', 'tho', '.']","[('worth', 'JJ'), ('trip', 'NN'), ('tho', 'NN'), ('.', '.')]","['trip', 'tho']"
877,Great pizza!  If you like New York style you'll love this,"['Great', 'pizza', '!', 'If', 'you', 'like', 'New', 'York', 'style', 'you', ""'ll"", 'love', 'this']","['great', 'pizza', '!', 'if', 'like', 'new', 'york', 'style', ""'ll"", 'love']","[('great', 'JJ'), ('pizza', 'NN'), ('!', '.'), ('if', 'IN'), ('like', 'JJ'), ('new', 'JJ'), ('york', 'NN'), ('style', 'NN'), (""'ll"", 'MD'), ('love', 'VB')]","['pizza', 'york', 'style']"
878,Any variation is delicious,"['Any', 'variation', 'is', 'delicious']","['any', 'variation', 'delicious']","[('any', 'DT'), ('variation', 'NN'), ('delicious', 'JJ')]",['variation']
879,Amazing crust and good sauce....2 things that matter most to me!  Oh I guess 3 things CHEESE rocks too.,"['Amazing', 'crust', 'and', 'good', 'sauce', '...', '.2', 'things', 'that', 'matter', 'most', 'to', 'me', '!', 'Oh', 'I', 'guess', '3', 'things', 'CHEESE', 'rocks', 'too', '.']","['amazing', 'crust', 'good', 'sauce', '...', '.2', 'things', 'matter', '!', 'oh', 'i', 'guess', '3', 'things', 'cheese', 'rocks', '.']","[('amazing', 'JJ'), ('crust', 'NN'), ('good', 'JJ'), ('sauce', 'NN'), ('...', ':'), ('.2', 'JJ'), ('things', 'NNS'), ('matter', 'NN'), ('!', '.'), ('oh', 'UH'), ('i', 'JJ'), ('guess', 'NN'), ('3', 'CD'), ('things', 'NNS'), ('cheese', 'JJ'), ('rocks', 'NNS'), ('.', '.')]","['crust', 'sauce', 'things', 'matter', 'guess', 'things', 'rocks']"
880,"Stopped in here mid-day during our trip, and the place was nearly empty, so the service was quick","['Stopped', 'in', 'here', 'mid-day', 'during', 'our', 'trip', ',', 'and', 'the', 'place', 'was', 'nearly', 'empty', ',', 'so', 'the', 'service', 'was', 'quick']","['stopped', 'mid-day', 'trip', ',', 'place', 'nearly', 'empty', ',', 'service', 'quick']","[('stopped', 'VBD'), ('mid-day', 'JJ'), ('trip', 'NN'), (',', ','), ('place', 'VBP'), ('nearly', 'RB'), ('empty', 'RB'), (',', ','), ('service', 'NN'), ('quick', 'NN')]","['trip', 'service', 'quick']"
881,I ordered a slice of white pizza and my BF got a slice of pepperoni,"['I', 'ordered', 'a', 'slice', 'of', 'white', 'pizza', 'and', 'my', 'BF', 'got', 'a', 'slice', 'of', 'pepperoni']","['i', 'ordered', 'slice', 'white', 'pizza', 'bf', 'got', 'slice', 'pepperoni']","[('i', 'NN'), ('ordered', 'VBD'), ('slice', 'JJ'), ('white', 'JJ'), ('pizza', 'NN'), ('bf', 'NN'), ('got', 'VBD'), ('slice', 'JJ'), ('pepperoni', 'NN')]","['i', 'pizza', 'bf', 'pepperoni']"
882,"His was nice and hot, but mine was a little on the lukewarm side","['His', 'was', 'nice', 'and', 'hot', ',', 'but', 'mine', 'was', 'a', 'little', 'on', 'the', 'lukewarm', 'side']","['his', 'nice', 'hot', ',', 'mine', 'little', 'lukewarm', 'side']","[('his', 'PRP$'), ('nice', 'JJ'), ('hot', 'NN'), (',', ','), ('mine', 'JJ'), ('little', 'JJ'), ('lukewarm', 'JJ'), ('side', 'NN')]","['hot', 'side']"
883,"Still, it was really good: lots of garlic and cheese","['Still', ',', 'it', 'was', 'really', 'good', ':', 'lots', 'of', 'garlic', 'and', 'cheese']","['still', ',', 'really', 'good', ':', 'lots', 'garlic', 'cheese']","[('still', 'RB'), (',', ','), ('really', 'RB'), ('good', 'JJ'), (':', ':'), ('lots', 'NNS'), ('garlic', 'VBP'), ('cheese', 'JJ')]",['lots']
884,"Definitely hit the spot, and given my slightly buzzed state, worth the $5/slice.","['Definitely', 'hit', 'the', 'spot', ',', 'and', 'given', 'my', 'slightly', 'buzzed', 'state', ',', 'worth', 'the', '$', '5/slice', '.']","['definitely', 'hit', 'spot', ',', 'given', 'slightly', 'buzzed', 'state', ',', 'worth', '$', '5/slice', '.']","[('definitely', 'RB'), ('hit', 'VBN'), ('spot', 'NN'), (',', ','), ('given', 'VBN'), ('slightly', 'RB'), ('buzzed', 'VBN'), ('state', 'NN'), (',', ','), ('worth', 'JJ'), ('$', '$'), ('5/slice', 'CD'), ('.', '.')]","['spot', 'state']"
885,"Born and bred in NYC! ok....not really, lived there for about 5 years, but hey, one thing I did gain was a decent level of pizza knowledge, and one thing I can say is this place does NYC pizza","['Born', 'and', 'bred', 'in', 'NYC', '!', 'ok', '...', '.not', 'really', ',', 'lived', 'there', 'for', 'about', '5', 'years', ',', 'but', 'hey', ',', 'one', 'thing', 'I', 'did', 'gain', 'was', 'a', 'decent', 'level', 'of', 'pizza', 'knowledge', ',', 'and', 'one', 'thing', 'I', 'can', 'say', 'is', 'this', 'place', 'does', 'NYC', 'pizza']","['born', 'bred', 'nyc', '!', 'ok', '...', '.not', 'really', ',', 'lived', '5', 'years', ',', 'hey', ',', 'one', 'thing', 'i', 'gain', 'decent', 'level', 'pizza', 'knowledge', ',', 'one', 'thing', 'i', 'say', 'place', 'nyc', 'pizza']","[('born', 'VBN'), ('bred', 'VBD'), ('nyc', 'JJ'), ('!', '.'), ('ok', 'NN'), ('...', ':'), ('.not', 'NNP'), ('really', 'RB'), (',', ','), ('lived', 'VBD'), ('5', 'CD'), ('years', 'NNS'), (',', ','), ('hey', 'NN'), (',', ','), ('one', 'CD'), ('thing', 'NN'), ('i', 'NN'), ('gain', 'VBP'), ('decent', 'JJ'), ('level', 'NN'), ('pizza', 'NN'), ('knowledge', 'NN'), (',', ','), ('one', 'CD'), ('thing', 'NN'), ('i', 'NNS'), ('say', 'VBP'), ('place', 'NN'), ('nyc', 'JJ'), ('pizza', 'NN')]","['ok', '.not', 'years', 'hey', 'thing', 'i', 'level', 'pizza', 'knowledge', 'thing', 'i', 'place', 'pizza']"
886,"Soooo good, went there both nights we were there","['Soooo', 'good', ',', 'went', 'there', 'both', 'nights', 'we', 'were', 'there']","['soooo', 'good', ',', 'went', 'nights']","[('soooo', 'RB'), ('good', 'JJ'), (',', ','), ('went', 'VBD'), ('nights', 'NNS')]",['nights']
887,"Late night joint, definitely a lot of the nightlife crowd filling this place up, but I will say, the pizza with the italian sausage was sooooo good","['Late', 'night', 'joint', ',', 'definitely', 'a', 'lot', 'of', 'the', 'nightlife', 'crowd', 'filling', 'this', 'place', 'up', ',', 'but', 'I', 'will', 'say', ',', 'the', 'pizza', 'with', 'the', 'italian', 'sausage', 'was', 'sooooo', 'good']","['late', 'night', 'joint', ',', 'definitely', 'lot', 'nightlife', 'crowd', 'filling', 'place', ',', 'i', 'say', ',', 'pizza', 'italian', 'sausage', 'sooooo', 'good']","[('late', 'JJ'), ('night', 'NN'), ('joint', 'NN'), (',', ','), ('definitely', 'RB'), ('lot', 'JJ'), ('nightlife', 'NNS'), ('crowd', 'VBP'), ('filling', 'VBG'), ('place', 'NN'), (',', ','), ('i', 'NNS'), ('say', 'VBP'), (',', ','), ('pizza', 'JJ'), ('italian', 'JJ'), ('sausage', 'NN'), ('sooooo', 'VBD'), ('good', 'JJ')]","['night', 'joint', 'nightlife', 'place', 'i', 'sausage']"
888,"Highly recommend, Secret pizza, not so SECRET anymore, especially when you see a line coming out of a small hallway","['Highly', 'recommend', ',', 'Secret', 'pizza', ',', 'not', 'so', 'SECRET', 'anymore', ',', 'especially', 'when', 'you', 'see', 'a', 'line', 'coming', 'out', 'of', 'a', 'small', 'hallway']","['highly', 'recommend', ',', 'secret', 'pizza', ',', 'secret', 'anymore', ',', 'especially', 'see', 'line', 'coming', 'small', 'hallway']","[('highly', 'RB'), ('recommend', 'NN'), (',', ','), ('secret', 'JJ'), ('pizza', 'NN'), (',', ','), ('secret', 'JJ'), ('anymore', 'RB'), (',', ','), ('especially', 'RB'), ('see', 'VBP'), ('line', 'NN'), ('coming', 'VBG'), ('small', 'JJ'), ('hallway', 'NN')]","['recommend', 'pizza', 'line', 'hallway']"
889,"3 stars: A-OK.

It's kind of the worst kept secret in town","['3', 'stars', ':', 'A-OK', '.', 'It', ""'s"", 'kind', 'of', 'the', 'worst', 'kept', 'secret', 'in', 'town']","['3', 'stars', ':', 'a-ok', '.', 'it', ""'s"", 'kind', 'worst', 'kept', 'secret', 'town']","[('3', 'CD'), ('stars', 'NNS'), (':', ':'), ('a-ok', 'NN'), ('.', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('kind', 'NN'), ('worst', 'JJ'), ('kept', 'VBD'), ('secret', 'JJ'), ('town', 'NN')]","['stars', 'a-ok', 'kind', 'town']"
890,"

Prices aren't exactly cheap, but it is in the Cosmopolitan and rent can't be cheap.

It's one of those places where they charge what they charge because they can","['Prices', 'are', ""n't"", 'exactly', 'cheap', ',', 'but', 'it', 'is', 'in', 'the', 'Cosmopolitan', 'and', 'rent', 'ca', ""n't"", 'be', 'cheap', '.', 'It', ""'s"", 'one', 'of', 'those', 'places', 'where', 'they', 'charge', 'what', 'they', 'charge', 'because', 'they', 'can']","['prices', ""n't"", 'exactly', 'cheap', ',', 'cosmopolitan', 'rent', 'ca', ""n't"", 'cheap', '.', 'it', ""'s"", 'one', 'places', 'charge', 'charge']","[('prices', 'NNS'), (""n't"", 'RB'), ('exactly', 'RB'), ('cheap', 'JJ'), (',', ','), ('cosmopolitan', 'JJ'), ('rent', 'NN'), ('ca', 'MD'), (""n't"", 'RB'), ('cheap', 'VB'), ('.', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('one', 'CD'), ('places', 'VBZ'), ('charge', 'NN'), ('charge', 'NN')]","['prices', 'rent', 'charge', 'charge']"
891,Like when you go to Disneyland and a bottle of water is $6 bucks,"['Like', 'when', 'you', 'go', 'to', 'Disneyland', 'and', 'a', 'bottle', 'of', 'water', 'is', '$', '6', 'bucks']","['like', 'go', 'disneyland', 'bottle', 'water', '$', '6', 'bucks']","[('like', 'IN'), ('go', 'VBP'), ('disneyland', 'JJ'), ('bottle', 'NN'), ('water', 'NN'), ('$', '$'), ('6', 'CD'), ('bucks', 'NNS')]","['bottle', 'water', 'bucks']"
892,"If you're desperate enough, you'll pay the $6 and be happy about it","['If', 'you', ""'re"", 'desperate', 'enough', ',', 'you', ""'ll"", 'pay', 'the', '$', '6', 'and', 'be', 'happy', 'about', 'it']","['if', ""'re"", 'desperate', 'enough', ',', ""'ll"", 'pay', '$', '6', 'happy']","[('if', 'IN'), (""'re"", 'VBP'), ('desperate', 'JJ'), ('enough', 'RB'), (',', ','), (""'ll"", 'MD'), ('pay', 'VB'), ('$', '$'), ('6', 'CD'), ('happy', 'JJ')]",[]
893,"

Consider it a convenience tax.

They have nice pepperoni and they have a bianca with ricotta, which is kind of a dying breed these days.

It's good to have this spot in your back pocket if you're on the strip and dying for hot food and you've only got a hamilton in your pocket and lost all your credit cards","['Consider', 'it', 'a', 'convenience', 'tax', '.', 'They', 'have', 'nice', 'pepperoni', 'and', 'they', 'have', 'a', 'bianca', 'with', 'ricotta', ',', 'which', 'is', 'kind', 'of', 'a', 'dying', 'breed', 'these', 'days', '.', 'It', ""'s"", 'good', 'to', 'have', 'this', 'spot', 'in', 'your', 'back', 'pocket', 'if', 'you', ""'re"", 'on', 'the', 'strip', 'and', 'dying', 'for', 'hot', 'food', 'and', 'you', ""'ve"", 'only', 'got', 'a', 'hamilton', 'in', 'your', 'pocket', 'and', 'lost', 'all', 'your', 'credit', 'cards']","['consider', 'convenience', 'tax', '.', 'they', 'nice', 'pepperoni', 'bianca', 'ricotta', ',', 'kind', 'dying', 'breed', 'days', '.', 'it', ""'s"", 'good', 'spot', 'back', 'pocket', ""'re"", 'strip', 'dying', 'hot', 'food', ""'ve"", 'got', 'hamilton', 'pocket', 'lost', 'credit', 'cards']","[('consider', 'VB'), ('convenience', 'NN'), ('tax', 'NN'), ('.', '.'), ('they', 'PRP'), ('nice', 'JJ'), ('pepperoni', 'NN'), ('bianca', 'NN'), ('ricotta', 'NN'), (',', ','), ('kind', 'NN'), ('dying', 'VBG'), ('breed', 'NN'), ('days', 'NNS'), ('.', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('good', 'JJ'), ('spot', 'NN'), ('back', 'RB'), ('pocket', 'NN'), (""'re"", 'VBP'), ('strip', 'JJ'), ('dying', 'VBG'), ('hot', 'JJ'), ('food', 'NN'), (""'ve"", 'VBP'), ('got', 'VBN'), ('hamilton', 'NN'), ('pocket', 'NN'), ('lost', 'VBD'), ('credit', 'NN'), ('cards', 'NNS')]","['convenience', 'tax', 'pepperoni', 'bianca', 'ricotta', 'kind', 'breed', 'days', 'spot', 'pocket', 'food', 'hamilton', 'pocket', 'credit', 'cards']"
894,"

It's not destination pizza","['It', ""'s"", 'not', 'destination', 'pizza']","['it', ""'s"", 'destination', 'pizza']","[('it', 'PRP'), (""'s"", 'VBZ'), ('destination', 'NN'), ('pizza', 'NN')]","['destination', 'pizza']"
895,You don't make plans to come here specifically to eat the pizza,"['You', 'do', ""n't"", 'make', 'plans', 'to', 'come', 'here', 'specifically', 'to', 'eat', 'the', 'pizza']","['you', ""n't"", 'make', 'plans', 'come', 'specifically', 'eat', 'pizza']","[('you', 'PRP'), (""n't"", 'RB'), ('make', 'VB'), ('plans', 'NNS'), ('come', 'VB'), ('specifically', 'RB'), ('eat', 'JJ'), ('pizza', 'NN')]","['plans', 'pizza']"
896,You eat the pizza here because you can.,"['You', 'eat', 'the', 'pizza', 'here', 'because', 'you', 'can', '.']","['you', 'eat', 'pizza', '.']","[('you', 'PRP'), ('eat', 'VBP'), ('pizza', 'NNS'), ('.', '.')]",['pizza']
897,"I love this place on a late night ! It's perfect for that after club snack lol 
Ya May have to ask, it is a bit hidden........","['I', 'love', 'this', 'place', 'on', 'a', 'late', 'night', '!', 'It', ""'s"", 'perfect', 'for', 'that', 'after', 'club', 'snack', 'lol', 'Ya', 'May', 'have', 'to', 'ask', ',', 'it', 'is', 'a', 'bit', 'hidden', '...', '...', '..']","['i', 'love', 'place', 'late', 'night', '!', 'it', ""'s"", 'perfect', 'club', 'snack', 'lol', 'ya', 'may', 'ask', ',', 'bit', 'hidden', '...', '...', '..']","[('i', 'NNS'), ('love', 'VBP'), ('place', 'NN'), ('late', 'JJ'), ('night', 'NN'), ('!', '.'), ('it', 'PRP'), (""'s"", 'VBZ'), ('perfect', 'JJ'), ('club', 'NN'), ('snack', 'NN'), ('lol', 'NN'), ('ya', 'NN'), ('may', 'MD'), ('ask', 'VB'), (',', ','), ('bit', 'VB'), ('hidden', 'JJ'), ('...', ':'), ('...', ':'), ('..', 'NN')]","['i', 'place', 'night', 'club', 'snack', 'lol', 'ya', '..']"
898,If little ceasars is 0 and rays pizza of ny is 10 this place gets a 7,"['If', 'little', 'ceasars', 'is', '0', 'and', 'rays', 'pizza', 'of', 'ny', 'is', '10', 'this', 'place', 'gets', 'a', '7']","['if', 'little', 'ceasars', '0', 'rays', 'pizza', 'ny', '10', 'place', 'gets', '7']","[('if', 'IN'), ('little', 'JJ'), ('ceasars', 'NNS'), ('0', 'CD'), ('rays', 'NNS'), ('pizza', 'VBP'), ('ny', 'RB'), ('10', 'CD'), ('place', 'NN'), ('gets', 'VBZ'), ('7', 'CD')]","['ceasars', 'rays', 'place']"
899, Granted i got a wild hair to push me to this place at midnight on a friday night just after the marquee let out,"['Granted', 'i', 'got', 'a', 'wild', 'hair', 'to', 'push', 'me', 'to', 'this', 'place', 'at', 'midnight', 'on', 'a', 'friday', 'night', 'just', 'after', 'the', 'marquee', 'let', 'out']","['granted', 'got', 'wild', 'hair', 'push', 'place', 'midnight', 'friday', 'night', 'marquee', 'let']","[('granted', 'VBN'), ('got', 'VBD'), ('wild', 'JJ'), ('hair', 'NN'), ('push', 'JJ'), ('place', 'NN'), ('midnight', 'NN'), ('friday', 'NN'), ('night', 'NN'), ('marquee', 'NN'), ('let', 'NN')]","['hair', 'place', 'midnight', 'friday', 'night', 'marquee', 'let']"
900,"Got there at midnight, is about 12:20 when I placed my order and about 1:00am when i walked out with it","['Got', 'there', 'at', 'midnight', ',', 'is', 'about', '12:20', 'when', 'I', 'placed', 'my', 'order', 'and', 'about', '1:00am', 'when', 'i', 'walked', 'out', 'with', 'it']","['got', 'midnight', ',', '12:20', 'i', 'placed', 'order', '1:00am', 'walked']","[('got', 'VBD'), ('midnight', 'NN'), (',', ','), ('12:20', 'CD'), ('i', 'NN'), ('placed', 'VBD'), ('order', 'NN'), ('1:00am', 'CD'), ('walked', 'VBD')]","['midnight', 'i', 'order']"
901," Two stools to sit at with easilly 100 people in line, sports on TV, crowded with others waiting on orders","['Two', 'stools', 'to', 'sit', 'at', 'with', 'easilly', '100', 'people', 'in', 'line', ',', 'sports', 'on', 'TV', ',', 'crowded', 'with', 'others', 'waiting', 'on', 'orders']","['two', 'stools', 'sit', 'easilly', '100', 'people', 'line', ',', 'sports', 'tv', ',', 'crowded', 'others', 'waiting', 'orders']","[('two', 'CD'), ('stools', 'NNS'), ('sit', 'VBP'), ('easilly', 'RB'), ('100', 'CD'), ('people', 'NNS'), ('line', 'NN'), (',', ','), ('sports', 'NNS'), ('tv', 'NN'), (',', ','), ('crowded', 'VBD'), ('others', 'NNS'), ('waiting', 'VBG'), ('orders', 'NNS')]","['stools', 'people', 'line', 'sports', 'tv', 'others', 'orders']"
902,Ordered cheese pizza for $26 which is pretty steep but considering the location I wasnt suprised,"['Ordered', 'cheese', 'pizza', 'for', '$', '26', 'which', 'is', 'pretty', 'steep', 'but', 'considering', 'the', 'location', 'I', 'wasnt', 'suprised']","['ordered', 'cheese', 'pizza', '$', '26', 'pretty', 'steep', 'considering', 'location', 'i', 'wasnt', 'suprised']","[('ordered', 'VBN'), ('cheese', 'JJ'), ('pizza', 'JJ'), ('$', '$'), ('26', 'CD'), ('pretty', 'RB'), ('steep', 'JJ'), ('considering', 'VBG'), ('location', 'NN'), ('i', 'NN'), ('wasnt', 'VBP'), ('suprised', 'VBN')]","['location', 'i']"
903, The pizza was good but nothing to write home about,"['The', 'pizza', 'was', 'good', 'but', 'nothing', 'to', 'write', 'home', 'about']","['the', 'pizza', 'good', 'nothing', 'write', 'home']","[('the', 'DT'), ('pizza', 'NN'), ('good', 'JJ'), ('nothing', 'NN'), ('write', 'JJ'), ('home', 'NN')]","['pizza', 'nothing', 'home']"
904, I know they were rushed and I probably couldve had a better experience when they werent as busy but I also know I can go to leftys or verrazanos and get better pizza for half the price but nit at 1am,"['I', 'know', 'they', 'were', 'rushed', 'and', 'I', 'probably', 'couldve', 'had', 'a', 'better', 'experience', 'when', 'they', 'werent', 'as', 'busy', 'but', 'I', 'also', 'know', 'I', 'can', 'go', 'to', 'leftys', 'or', 'verrazanos', 'and', 'get', 'better', 'pizza', 'for', 'half', 'the', 'price', 'but', 'nit', 'at', '1am']","['i', 'know', 'rushed', 'i', 'probably', 'couldve', 'better', 'experience', 'werent', 'busy', 'i', 'also', 'know', 'i', 'go', 'leftys', 'verrazanos', 'get', 'better', 'pizza', 'half', 'price', 'nit', '1am']","[('i', 'NN'), ('know', 'VBP'), ('rushed', 'VBN'), ('i', 'NN'), ('probably', 'RB'), ('couldve', 'VBD'), ('better', 'JJR'), ('experience', 'NN'), ('werent', 'NN'), ('busy', 'NN'), ('i', 'NN'), ('also', 'RB'), ('know', 'VBP'), ('i', 'RB'), ('go', 'VBP'), ('leftys', 'JJ'), ('verrazanos', 'NNS'), ('get', 'VBP'), ('better', 'JJR'), ('pizza', 'NN'), ('half', 'NN'), ('price', 'NN'), ('nit', 'RB'), ('1am', 'CD')]","['i', 'i', 'experience', 'werent', 'busy', 'i', 'verrazanos', 'pizza', 'half', 'price']"
905,Awesome pizza joint,"['Awesome', 'pizza', 'joint']","['awesome', 'pizza', 'joint']","[('awesome', 'JJ'), ('pizza', 'NN'), ('joint', 'NN')]","['pizza', 'joint']"
906,If you're going to get 3 or more slice just buy a whole pizza,"['If', 'you', ""'re"", 'going', 'to', 'get', '3', 'or', 'more', 'slice', 'just', 'buy', 'a', 'whole', 'pizza']","['if', ""'re"", 'going', 'get', '3', 'slice', 'buy', 'whole', 'pizza']","[('if', 'IN'), (""'re"", 'VBP'), ('going', 'VBG'), ('get', 'VB'), ('3', 'CD'), ('slice', 'NN'), ('buy', 'NN'), ('whole', 'JJ'), ('pizza', 'NN')]","['slice', 'buy', 'pizza']"
907,Cheap large & tasty food for vegas prices,"['Cheap', 'large', '&', 'tasty', 'food', 'for', 'vegas', 'prices']","['cheap', 'large', '&', 'tasty', 'food', 'vegas', 'prices']","[('cheap', 'RB'), ('large', 'JJ'), ('&', 'CC'), ('tasty', 'JJ'), ('food', 'NN'), ('vegas', 'NN'), ('prices', 'NNS')]","['food', 'vegas', 'prices']"
908,I will come again,"['I', 'will', 'come', 'again']","['i', 'come']","[('i', 'NN'), ('come', 'VBP')]",['i']
909,Maybe tomorrow morning and the next lol,"['Maybe', 'tomorrow', 'morning', 'and', 'the', 'next', 'lol']","['maybe', 'tomorrow', 'morning', 'next', 'lol']","[('maybe', 'RB'), ('tomorrow', 'NN'), ('morning', 'NN'), ('next', 'JJ'), ('lol', 'NN')]","['tomorrow', 'morning', 'lol']"
