,business_id,cool,date,funny,review_id,stars,text,useful,user_id
542164,iCQpiavjjPzJ5_3gPD5Ebg,2,2015-01-27,0,cjgXXxbk6NccH_q17s84Tw,5,"Yummmm!  The Cosmo is our favorite hotel in Vegas...  Has the best pizza...  The best Tapa's restaurant...  The best concert venue...  

We love the white pizza and sausage with ricotta but even the plain cheese is excellent. 

I won't lie...  It's a bit pricey but worth it!

It's a must every time we go Vegas!!

Wish there was one in So. Cal!!",2,aLlfBAMA0wZE3TbBcER9qg
542942,iCQpiavjjPzJ5_3gPD5Ebg,1,2011-11-03,0,h4l-CMs_xZQLuzmCtkTPYA,5,"One of the best slices of pizza I've ever tried.  There's places that do certain parts of a pizza  well, but I really liked just about everything about this place.  Cool setting and atmosphere, friendly staff, and most importantly, good pizza.  I tried a slice of the white pizza and one of the supremes.  The white pizza was a perfect blend of different cheeses, garlic, and a fantastic crust.  Almost cracker like on the outside, yet moist and chewy on the inside.  While I also enjoyed the supreme, it seemed to be lacking something....hard to pin point it.  Overall, they pretty much nailed it though.",2,OHS9hVIOUBNKIcMeVukOdA
550676,iCQpiavjjPzJ5_3gPD5Ebg,1,2012-11-14,1,dCOdVrH12ZJ3ahLRipT0_A,1,"I need to make one thing absolutely clear when starting this review: this is NOT by any means 'NY style pizza.' If you think that, you obviously have either never been to NY, or were unfortunate enough to eat at one of the bad pizza spots. The positive reviews for this place must come from people who were completely obliterated when they ate here; that is the only way I can imagine anyone believing this to be good pizza. I came here with my husband after having a few drinks recently because Holstein's, our first choice, was closed. After waiting in line for 30 mins, we finally got our two slices. He ordered pepperoni and I had a regular slice; both were the most bland, dry, unappetizing pizza I have ever tried. There was next to no sauce on the pizza, and it tasted as if it had been under a heating lamp all day. Being that the place was extremely busy, the pizza coming out should not taste this way. Coming from NYC, I admit I have high expectations for pizza, but I've tasted better frozen pizza from Walmart. Not only did we have to stand in line for so long to get this disgusting food, but we had to eat our food standing against a wall because the place is so tiny. I would never waste my time, money, or the calories on this pizza again.",1,aZjeKXZ_bwAakvk6tvzWoA
551117,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-03-23,0,Vbf4mG0OcDyD0isaAF5brw,5,"Possibly the best meatball pizza here in Vegas, I would go back just for another slice of it.  Not horrible price wise, but it's not dirt cheap either.  I had a slice of meat lovers pizza and a slice of the mushroom pizza (meh) and a root beer for $11.75, so you can ballpark it from there.  It's awesome quality pizza, with a thin yet crispy crust that actually holds up pretty well.  It's really standing room at counters only, but you can find a few stools to sit on, and it's cool that they have an old school pinball machine and an old video game machine too.",0,0D5WAgaOM1M00t3KIEf_Fw
556575,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-04-15,0,3MD-VCmA1NqAZqwl-pe9QA,5,"This pizza rocks in my opinion. I know, everyone has their own idea of good pizza and of NYC pizza and of thin-crust pizza etc... but it brings me right back to NYC everytime with the perfect ratio of crispy crust and oregano and garlic in the sauce. Its not the most convenient place when you just want a slice but I usually pick up a piece everytime I'm on the strip. Their homemade ricotta is to die for, and that's coming from someone who is not a cheese fan...",0,60uV8J1ytTDvxhU_z2lkdA
563049,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-03-18,0,vxnR2iNR668y7ym4tvaShQ,5,"Pizza and cannoli--good, greasy pizza and perfectly sweet cannoli with a nice creamy filling. We had to search for this place...it's on the third floor down a hallway lined with old records. It's pretty no-nonsense and cheap in comparison to pretty much everything else nearby. I could tell the ingredients are high-quality as well--there were heirloom tomatoes in my salad and the dressing tasted homemade. I would definitely recommend this place to anyone.",0,UKBshkYqH46VdYeaYh3d6g
565450,iCQpiavjjPzJ5_3gPD5Ebg,3,2015-12-22,2,T9BbfKBqLBeGeufIHT1CFQ,5,"Having missed this place during my last visit, my mind was incepted with the idea of coming here later in the night....fast forward to 2am and my buddies and I are waiting in line for our post party meal of cheese, meats, and GREASE! Tucked next to Jaleo on the 2nd floor of the Cosmo, it's really not that hard to find, unless, I guess if you are super drunk. But there was a pretty decent line for this Secret pizza place, reminds me of the lines at the jumbo slice places back here in DC after a night of partying, but no one really minded the wait with the main prizes on their mind and taste buds.

The pizza itself? I thought it was great, I mean I blinked and it was gone. Maybe it was the fact that I was starving and had a few drinks, but I remember it having a distinct taste, nice and soft, not too soft or floppy, freshly baked dough and crusts and a good helping of toppings on each slice. I got two slices; one white pizza with cheese and ricotta cheese and a second slice with mushroom and pepperoni and they sure did the job.  

Prices were standard for Vegas ($5-$6 a slice I think). 

All in all, Secret Pizza lived up to my hype, I would definitely come back here when I am back in the area and recommend it to any pizza lover, especially for later in the night.",1,B6XnI51fVXXQGK5e2Xg2Ew
568654,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-06-14,0,hvBoRon-7TpP10N5TfNbcQ,5,"Love this little hole in the wall. The restaurant is not listed on the directory. The pizza was amazing! The hall was decorated cute as well. 

We will definitely be return patrons!",2,vUjZGdE5pI8zmiBE72mi6Q
568777,iCQpiavjjPzJ5_3gPD5Ebg,1,2013-04-17,1,kkIGA1ZhIw4nCTSxmHLegg,4,"Go to the 3RD FLOOR and look for a HALLWAY full of pictures and DUN DUN DUN, you're in the secret pizza lair. Lol

The pizza is on point! CRISPY crust and ooey gooey cheeeese like that NINJA TURTLE PIZZA !
-COWABUNGA DUUUUDES!

Def gotta put that Parmesan, Peppers, and Garlic Powder!
The cheese pizza and white slice pizza are hella bomb 
-the toppings are just the icing on the cake

People call it secret pizza but it seems like everybody in Cosmo knows about it! 
If you really appreciate pizza, try this spot out!",1,IfvXwXOG1PD-jNSOfhnHgw
573155,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-08-19,0,0uf_a41Ie6XSh-kisdXnIg,5,Not so secret as people would say but the pizza is really good.  Open 24 hours and I found it to be the busiest after club hours.  There will be a long line through their hallway and out into the hotel.  I won't wait but I've seen people wait over an hour for the pizza.  Thin crust pizza with a tasty sauce and they never skimp on the cheese.,0,_kP0tdy8TkBcDmKhS6cWUg
574551,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-09-24,0,auv-TjPIGBYCZP1FxKvUfA,5,Always a treat. Evert trip to vegas this is a must. Veggie slice and cheese are great.,0,PbNpEBWt9zcNo93qP_H8uQ
575426,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-02-21,0,XIdQpcTqs2si2Lqem_kZvQ,4,"Not so secret place anymore. Their pepperoni pizza is super salty and nothing too special. However, their white pizza is pretty awesome. If you like garlic, definitely a must.  Price: $5.50/slice and $28/whole pizza.... on the pricey side but it's a Vegas experience.",0,zPGB5mqmejWa8J2HSgFhew
576823,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-02-08,0,t43JQG7wl3Ko4NtBvCIMow,3,Have to admit.. Slices reminds me of Brooklyn!!  Too bad it's in a casino.  If they open a location outside of the strip.  I would go there often. Togo is recommend,0,Mq2vvgs1khvGzaS3LvNkPQ
577690,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-07-21,0,4ltb8t4RxeN0LR2PoDbczg,5,"Bonne adresse de pizza, de belles part a manger sur place ou de grandes pizza à emporter.

L'endroit se trouve au 2ème étage du cosmopolitan (3ème niveau !) au fond d'un couloir avec des affiches, pas facile à trouver mais il suffit de demander, il n'y a pas de pancartes et il n'apparaît sur aucun plan.

On y va pour les pizzas, pas pour le lieu.",0,MViJ__MsJkgVaCTOIA1P-Q
579914,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-09-04,0,yPb28n8jZd_TwYcWgk_ynw,4,"3.5 stars but I'll round up to 4 because our first experience was good. 

Located on the 3rd floor down a discreet hallway inside the Cosmopolitan. 

My bf and I shared 3 slices. I wanted to come back here for their Sicilian pizza but they said there was a 20 minute wait for it. So we ordered a cheese pizza added with mushrooms and sausage, white pizza, and one they had on display, which was a cheese with meatball and ricotta. Out of the three, the white was our favorite, and the meatball and ricotta was delicious too. However, the mushrooms on the cheese pizza with sausage was way too undercooked. It was a disappointment. Maybe it was because we asked to add them as a custom order. 

Service was slightly rude. The guy taking our orders seemed grumpy. The tables were also very messy and we had to clean up the cheese and napkins scattered over the tables ourselves. 

I'd come back here for the Sicilian pizza if I'm around the strip.",0,ZMwkIUZ0TmEdnqGN6PsjlQ
580316,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-09-23,0,1A2yRCeSqlSOzJ-6oLKWDw,5,"- Fantastic atmosphere (hidden oldskool pizza joint within the Cosmo where you can get your PacMan on while waiting for smelly good pizza) 

- Fantastic pizza (take away to your room or hangout in the Cosmo and enjoy a fancy cocktail with a homemade fresh ingredient pizza pie) 

- Two thumbs way up! (this place has become a new vegas staple for me)",0,XPlq2HNKchPGSTNQos6wNw
582533,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-07-08,0,6ifdzHSE7oS3E0JvhES6kQ,4,"It's actually pretty easy to find, when you see the photos on the Internet and walk around the third floor of Cosmo. The place definitely has a buzz, because it is secret, because it caters to late night party goers, because everyone is excited to see what comes out of the oven. It's a pick a slice of whatever comes out fresh at the moment.

It's thin crust pizza with your regular cheese, pepperoni, veggie, sausage, etc options. It's a bit pricey with $11 or so for 2 slices. Though, it's fun to be in on a secret. Plus, there is a such an interesting variety of seating choices outside. There is a pool, couches, tables from various other restaurants. It's fun to pick a place to sit.",0,d4t7StWC0bqEnSdnP0418w
582790,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-11-08,0,PiUcYE7DNOuboY-Qos-q6A,3,"What is it about finding (and showing) this place that makes me so happy?? I feel like a local and I love it.

The pizza: the crust is really good, the cheese is nice and melty, the cool guy behind the counter lets you pick your slice BUT the sauce is just bland.

A solid choice, but not the best.",0,dK6UJxkLPLgrmLvi20sjdA
583757,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-08-04,0,01upOuD5awi2vd5XTgM7bg,5,"By ""secret"" they really mean secret. There are no signs anywhere and it's literally hidden at the end of a dark hall. 

As for the pizza itself it was afford (rare around here) and amazing. 5/5 if you can find the place.",0,QFqsz6R4DMum3krRg1dlLA
589659,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-11-12,0,GsPbXW6Wgu6DCCiKqiQafw,5,"Always my favorite, I've got the secret directions down now, lol. I'm a big foodie and my pizza standards are high (Tony Gemignani) now I know no one can make pizza like him but at midnight, in Vegas... this works well. Cosmo
Should think of getting a Pizza Rocks or a Tony's Pizza, then I may never stay anywhere else",0,K6hdQuy52zy3F5nhdi6owQ
590715,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-06-09,0,BADUynOyVBGOFjlP6Yg6_Q,5,"So yummy! Great for a night time snack after the club to even out that alcohol or for lunch during the day. It's a cool hidden little place. A slice will cost you $5-6. Favorites include cheese, pepperoni, and sausage. The line can get REALLY long. Like 20 people in front if you long, so be ready to deal with that. There are a few barstools and chairs to eat inside the place, but I like bringing it out and sitting in the lounge area the Cosmo hotels provide. If you have an extra dollar to spare you can add it to the wall where people leave messages on money and mark your trip.",0,KqAfLBIQjg0N9D3tDJaUZQ
591148,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-11-22,0,e1hU7pIydJBZ29HEM7UCEw,5,"We were in Vegas for the marathon. After running, my husband and I were looking for a place to eat so we looked up places through Yelp and found this place. This place had great reviews and pizza sounded like great food after running. We checked it out and it held up to the expectations that people wrote about. The staff were extremely friendly, we only waited maybe 5 minutes from the time we got in line until the time we paid (some reviews say it does get super busy later in the evening but we got there at a decent time), and the pizza was really, really good! My husband and I only got the cheese pizza but it was perfect for us - great cheese to sauce ratio (the sauce was delicious), great crust (good crunch throughout the whole pizza), and not a lot of grease. After eating here all my husband wanted everyday thereafter was pizza for breakfast, lunch, and dinner. It really is a secret place. There are no signs but it is located on the third floor down a hallway across from the pool tables. The hallway is filled with pictures on the wall.",0,ccxtnTxNo-Ycx9jvkHvj1g
606774,iCQpiavjjPzJ5_3gPD5Ebg,1,2013-03-18,0,Nzu7dRBpBLePxl_jQtgfUQ,5,"Soooo worth the hunt! We got there about 10 min before they opened on sunday and so when we were looking for it the hallway was blocked off, which threw us off... But then we peaked behind the wall and saw the secret hallway! 

The directions from other yelpers was super helpful! Cosmo, 3rd floor, by the pool table and sushi place. one of the pizza makers peaked his head out and let us in right at 11am. 

The deliciousness could be smelled as we walked down the hallway... we were first in line, and within 5 min the place was pretty packed. my sister and I shared a cheese, pepperoni, white and meat lovers... All were amazing. I think the best though might have been the cheese. Flavor was great, greasy thin crust goodness. And I'm normally a deep dish girl. 

I brought 4 others with me and they all LOVED it. One actually got back in line for a third... And a canolli! normally I'm not a cannoli fan, but this one had super thick cream, almost a cheesecake consistency... Pretty good. But come for the pizza!

Love this place! Will make it a vegas tradition from now on!",0,tSuKteybF1nQG3qvfoZkfA
608690,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-05-01,0,xPgYQjMWaebUVUgzPoZQzg,5,"Great variety of pizzas ranging between $5-6.50! It wasn't that difficult to find - it's on the 3rd floor of the cosmopolitan, left to the escalator. We went at noon and there wasn't a line. The pizzas were delicious! We shared the mushroom and pepperoni and both were yummy. The crust was thin enough and it was crispy at the edge. Overall, highly recommended!!",0,I3ESO_XZnka4Qo9AkN_XiA
609358,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-08-19,0,AYFgw-7vMw080ou0Z3ESRQ,5,This place was soo good!! Be sure to ask someone where to find it because it truly is a secret!! Great cheap good slice on the strip!,0,ZWPCGIvTO6kGceL0kPGFDw
611966,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-05-31,0,5Gx1SsamSFX6coik1qBJXQ,1,Poor food.  Poor selection.  No free water.  High price.  No where to sit.  Extremely poor customer service.,0,FHwbe8r236kxFtZIjK4xzw
612176,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-01-20,0,mMSbvPvXfu9PoGvpc2h2NQ,5,"My friends and I hit up Secret Pizza on our last trip to Vegas, and it surely didn't disappoint!
We had heard so much about it from friends, and on our last night out we stopped by around 2 am for a slice. The line wasn't real long when we got there, but it was out past the hallway by the time we left!
The whole experience is pretty awesome. You can't smell the pizza outside of the hallway, and there is no sign, so it feels like you've made a quirky little discovery when you pop in.
I am a pizza purist, so I stuck with a regular pepperoni. It wasn't the best pizza I've had, but it was pretty great! Not too much cheese or sauce, and it was so hot and fresh. We waited a couple minutes for a fresh pizza because they had just run out of the pepperoni, and it was so worth it.
I definitely recommend Secret Pizza to anyone, whether you're looking for a bite after walking the strip, or you've got the munchies after a few hours of partying. It's cheap, fast, and delish!",0,RZh_kTesRYc4ngF-_iIrAw
612451,iCQpiavjjPzJ5_3gPD5Ebg,1,2011-12-15,0,couqMsq3pH6bPw7ZE01QAQ,5,"Great pizza in Vegas!
Hidden gem.
I won't eat pizza at any other place while I'm in Vegas.
Clean.  Not much room in the place so you will have to take it out to the billiard seating area.
We only had the plain pie.  You can tell a lot about a place when they can make an amazing pie without any toppings. 
Growing up in NJ, I was spoiled with all the great pizza joints in NJ and NY.
It's been tough finding a great pizza place on the west coast.  This one tops my list so far.",1,E58UUS_ZHDu6JQ-7e17_4A
612701,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-10-06,0,L2M5buI2EBO3S7A0WjhStQ,5,"Drive all the way from LA to eat this pizza & every time it is amazing. Tastes so bomb, especially after the club. A long line is nothing when you have an explosion of flavor in your mouth with every bite. so in love",0,bz87LTo8cb2TnzvAmhVPWg
614541,iCQpiavjjPzJ5_3gPD5Ebg,1,2015-10-03,0,byPiS4-B1PsfW21Z23Ffpw,5,"The best kept secret on the strip. The pizza is delicious and simple. The staff are friendly and quick, so the long line goes quickly. A must-go after a night out.",0,TwF_W30l_B1BUVI-CjTJDw
616842,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-01-23,0,teZakBsl9dOIeLifUpwGAw,5,"A friend of mine brought me here on one of our trips to Vegas! I can't tell you how many times I have been to the Cosmopolitan and have never seen this place! Its a bit pricey to me, but the pizza is fantastic!",0,dhkdw2FnaeaufvuSczp63g
616912,iCQpiavjjPzJ5_3gPD5Ebg,0,2013-04-16,0,a7rzboX9B9BxSlmPgShGBg,4,"Ok, is this really a secret? I was impressed, since I had not heard of it and when I decided to go hunt for it, all I knew was that it was in the Cosmopolitan. As I combed the floors, I felt like I was playing a game of clue. It did not matter who I asked, the answer was the same, ""If I tell you it will no longer be a secret"". I pursued it and believe me it was worth the hunt. The pizza was excellent, with the crust crunchy to the center and the toppings were generous. I swear, it was like playing hard to get, the more I could not find it the more I wanted it. If you are out downtown and are able to drunkenly find it, it will taste even better. The later it is the longer the line and they are open until 4:00am...Delicious and so Vegas!",1,w7UiPnZNtBxvii3nOJhNXA
629011,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-03-28,0,KGm5ZTNPXCW5t2Ff378wfw,5,"Damn. This pizza is amazing. I tried one if the white slices and another that had sausage and ricotta. It totally lives up to the hype. Came on Friday around 1030pm and the line wasnt too bad at all. They have a very cramped eating space, but there are couches outside the secret pizza hallway to sit on. Highly recommend!",0,54ceTfypzg_06TuH1d0WnQ
631386,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-06-11,0,Pn7b_ggUYEaZwIurOzfzBA,5,"Secret pizza is amazing. You will not find this place with ease since there's no sign but I guess that's part of the fun. You go down a hallway of pictures in to the shop, stand in line and order your slice or full pie. They warm it in the oven and serve. No seating, just a few areas to stand and eat. 
Ordered a slice of cheese and a slice of meatball ricotta and recommend both. They were both tasty. My 3 year old pizza monster wanted another slice the next day!",1,TC6Ry-6fcgoTIozSSXxOyA
635887,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-04-17,0,diOtdpMsen8vwUokE5dkIg,5,Wonderful pizza. I had it on four different occasions while staying at the Cosmopolitan. Really good stuff!,0,gLRTWZE_-PWb7WTDGVn7gA
638500,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-07-29,1,Otlha3ARsOcrp-_dj8o3sw,5,"A perfect example of why Yelp sucks the soul out of me ... if this place can't get five stars then what can? It's cool because it's impossible to find in a city that outrageously promotes itself ... and much more importantly, the slice is great.  I got a pepperoni and mushroom ... it was fresh and tasty.  Plus I hadn't had a drop to drink, and it was great.  Just imagine what it would taste like after a night of drinking!",0,fsi62HIC-My23SSQ0LI0PA
639270,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-01-12,0,GmRhwyc2HJNThV3nZdkZ8g,5,"Cheap eats in a fantastic hotel on the Las Vegas strip. Long lines on the weekend evenings but worth it. Get your slice and a PBR draft then settle into the lounge area out front and watch some pool, foosball or just people watch.",1,wGzdd7wTmv6hXQDkUo32Hw
640445,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-07-11,0,wWCdVsJ8EZpBikNCRs-ZCQ,4,"I most loved the laid back atmosphere and friendly staff. It was fun trying to find the ""restaurant"" (not that hard, actually -- if you're coming from the pedestrian walkway, just take the escalator to the third floor and walk to the little hallway in front of you).

The pizza itself is $5 a slice, but one slice was sufficient for me. There is seating down the hallway from the pizza shop. I was there on a Wed for lunch, so there was no line. All in all a good, casual lunch.

By the way, I snagged a cannoli to try it out, and they definitely add some kind of orange flavor to it. I'm more of a traditionalist when it comes to my cannoli, apparently, so I wasn't over the moon, but It did have nice texture!",0,Tn_PupPSx3ChxsB1gwbNjw
640479,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-08-11,0,rnlEShRnA-jX7Mgdjrzyfw,4,"Places like this are why I love Yelp.  Would never have known to look for it otherwise.  Cool little hole in the wall (literally).  We had a basic half cheese half pepperoni.  Took a while to make from scratch but it was worth it.  Nothing extremely different about it, but it was one of those very well executed thin crust pizza's that I love. On par with some of the best I've had.  

Not a lot of room to sit, so plan to grab a spot in the nearby lounge.",1,A4GXu4tNHwcHb1vrd9nW0g
641100,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-10-15,0,6NB6FDWtXtBys-mGFgEw3w,5,"A hidden gem on the Cosmo's 3rd floor. Just spent a week in NYC, and Secret Pizza's slices were even better than the Big Apple's IMHO.",0,Mc43A7BbnBvur9a_bQ9tlg
643324,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-03-26,1,AS8PIk8qcFkyya6q6e8d4g,1,"The first few months of opening this place rocked. It's a nice little hidden spot at cosmo down the hall from the glass elevators on the third floor. So since opening they have cut the portions in half, the pizza is as thin as paper to begin with now the slices are 50% of the original size and the size of real NYC pizza and $4 a slice or more!! And get this a little red party cup 8oz of soda beverage is $3.25

Avoid this rip off joint and go someplace else. 

What a joke! Get a clue your pizza isn't that great!!!",1,WP-jAsTjG_99styarA7Gxw
643475,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-08-04,1,lHqo3Qbj93u_GOk5RkBJ3Q,3,"this place is stupid but i'll eat here when i'm drunk off of comped drinks from gambling 3 dollars in 3 hours and love it. truth be told it's good, cheap pizza whether you are drunk or not. check it out!",0,zouz2tXuSkWhzQ8hp2OV_A
643862,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-07-05,0,5xxvHWsIcrKBer1FiUXIaw,5,Good lord this is the best pizza west of New York!!!,0,WffE-Ie7Jb_sqNUdxZyiWQ
646261,iCQpiavjjPzJ5_3gPD5Ebg,1,2016-07-29,0,cIz9_Bgug5mkdO7XF9rDkA,3,"This is just your typical pizza by the slice stand. Nothing special. Based on other reviews that said, ""best pizza on the strip."" I went out of my way to the Cosmo to try this pizza. What I got was a couple steps up from a Sbarro pizza found in every mall across America. 

I was going to rate 2 stars, but the pizza was decent, just not what I was expecting and kind of plain. Maybe that's my bad. But be warned and don't make the same mistake I did. Not worth a cab ride across town to eat here. Also, Project Pie at MGM is much better.",2,fiPN_F7lMofP7QvvD8sU3w
647724,iCQpiavjjPzJ5_3gPD5Ebg,0,2017-05-18,0,-y-k1xwo4PXbTWk_8vj-CA,5,Great New York style pizza! Not allowed at the pool though. Lines are long but in true New York fashion they move it along.,0,ts_9lBvjBBbEVpr0gBPu3Q
649030,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-01-09,0,-kgkGjU18qeskUBGzzG1gw,5,"Their pizza is so delicious!!!! It's kind of expensive, but what isn't in Vegas? I found this place on yelp and was so pleased :) I will be back here when I am in Vegas and am craving so good pizza.",0,QSny9M-7T7YkEgiTHz7w_w
652867,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-08-08,0,ITLIeHAA9Zm7ke52uhuP_w,2,"This is very secret place, they have no sign, its very difficult to find them.  It's on the 3 rd floor right around the corner.  I tried two different slices of pizza.  It's ok, nothing wow wow .....and is expensive.  $5.5 per slice and $4 for soda.  It took me 20mins waiting on the queue for slice of pizza and very salty.",0,FRLRiEx2FNU5ZrpSE3XHAQ
656508,iCQpiavjjPzJ5_3gPD5Ebg,4,2011-02-10,2,PdjpsACXreyXk_L1SmGI5A,5,"For you in the know it's actually Nico's pizzeria.

This may be the best pizza I have ever head.  Yes it's oxygen filled Vega$, yes I just came from a dance floor table at the Marquee, yes it's 4, no 5, no something a.m. 

Regardless, I'm an eastcoaster from Scranton, PA and we have a small Italian town called Old Forge where New Yorkers flock to actually eat real, authentic Italian pizza, trust me it gets no better, AND THEN Nico's.

The Sunrise pizza great - even better- I asked them to put tomatoes on it- yum- both nights in Vega$ ended up here- not at some crappy craps table or seedy strip club.

Thanks Nico!

You guys Rock!",3,acMl9ZLaXfPDowZLzR3y2Q
658936,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-01-19,0,W3gPSRuweKmTCROy3o1blg,5,Felt like I just grabbed a slice on the boardwalk. Yelp reviewers are right on with this spot. A tiny place tucked away on the third floor of the cosmopolitan. I'm not a huge pizza gal because I don't like a lot of bread and red sauce so this spot maybe me very happy. Crispy thin crust and the offer white slices. Great oil and garlic flavor. Two slices were too much but who knows when I'll be able to have a great slice like this again.  Perfect for lunch and in assuming amazing after drinking.,0,5-Y3y07Quae41LrDfjuGhQ
662384,iCQpiavjjPzJ5_3gPD5Ebg,1,2011-03-13,0,2nljxcy9gS246RoBpBAEqw,4,"They are located down an inconspicuous hallway right next to Blue Ribbon Sushi. The hallway is covered in really cool old Italian records.

The prices are totally reasonable, and the pizza was great. I had a slice of the white pizza, and my husband had a slice of the  sausage pizza & the pepperoni. All three were delicious. Super thin crust, tasty toppings, and they heat it up for you, so the cheese is extra melty.

There are not a lot of places to sit, but it just adds to the big city, pizzeria atmosphere that it seems they are trying to create.  The staff was really friendly also.  It is definitely worth checking out while you are in Vegas.",0,U_7IXE7RR9L0PcrN8MyPJA
663906,iCQpiavjjPzJ5_3gPD5Ebg,0,2011-12-17,0,HVVJWFJ3PUuS43rLzLpU4w,5,"Some Great thin crust Pizza!!!!
I have a slice every time im in the Cosmo!!!",1,EtEzD0JjmtlSy7_TYK8F7Q
665651,iCQpiavjjPzJ5_3gPD5Ebg,1,2014-07-04,0,LVXk_YM-yDnfZgiJ4j0Nnw,5,"Rolling with 5 stars here because if you want pizza at 3 or 4am and stumble on THIS place, this is genius; you will be a very happy camper.  If this were on the corner in your town, probably 4 stars.

Walking into this place, we half-expected the small crowd to turn with a welcoming cheer, like, ""you made it into our club!""  We felt like the Coors Light ice climbers were about to pop up with 2 beers for our hidden party.  

It was almost comical...but also super simple.  The counter where we order suggested the Pizza Re-heater Guy might belt out a ""No pizza for you!"" if we strayed from any specific club parlance.   

This was like a bonus while staying at Cosmopolitan.  If we weren't staying there, I'd definitely have walked down the strip late night for a slice or two.  Or three.",1,iE2ojWfsFtMJCZ-G9kuyDw
667731,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-05-12,0,gZdgUD8IEmjOlQHRXzAG4Q,4,Stopped here on my way from SLC to CA for a break and to see The Strip. We were lucky enough to snag two seats and quickly scarf it down then take our beers for a stroll. The prices are pretty reasonable and the pizza is above average. Service can be slow and the line can grow long rapidly. I'll be back in Vegas in a few days and will definitely be back if I want a snack while out on The Strip.,0,W4FU2jgSGfJxdSCHZhsQpg
668424,iCQpiavjjPzJ5_3gPD5Ebg,0,2015-11-16,0,sg7ReiyNSTZspN2fO7KcIQ,4,"Pretty awesome, secret location. The white pizza has large balls of cheese that made my mouth water. The combination was full of yummy toppings.  Totally recommend this place. Of you plan on having more than one slice, just buy the pie!",0,0irZNutWTqrfR1WbfuEq7Q
668884,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-08-29,0,q4o-JqJPSH9zu0GyJ3ZfLg,4,"Secret Pizza; great spot for late night snack... By the slice or wait a few minutes and get the entire pie. Try the ones beyond pepperoni, I had a four cheese one that was quite nice, and a sausage,pepperoni, and goat cheese that was awesome.",0,QvYmEq7xzfS7e6mOaT5YJA
669456,iCQpiavjjPzJ5_3gPD5Ebg,0,2012-11-29,0,ylCERdxKOKFjmrIWKkPklA,5,"Among the best pizza I've ever had- definitely the best in Vegas! Went there 2 out 2 nights on my last Vegas trip. I tried all sorts of slices, but liked the meatball and mushroom best. I don't normally like white pizza, but this one is great.

Fun, mellow, atmosphere. A welcome break from all the Vegas lights and sin and what not.

They had PBR and Stone IPA on tap, which was a really cool combination. Satisfied everyone who wanted beer with their pizza.

Not going to lie: I ate too many slices at one point and had a tummy ache for all of the next day, but I'm about 100% sure that was my fault, not their's. It's just so good.",0,5G0-pVn8FXnlgCkTCBcGSA
669558,iCQpiavjjPzJ5_3gPD5Ebg,0,2016-02-21,0,RYOSXlQv6AJuuwNwKuYOcg,5,"Pizza is great. The size and taste is perfect. 2 was just enough for me. We came at the right time... No line. But once we were leaving, the line was going out the door. By how good the pizza is, I'd say it's worth the wait. If you're staying at the Cosmo or done clubbing at Marquee, Secret Pizza is the place to go to satisfy your hunger needs.",0,P1wNPC-XGVQ9cZJkmC600g
671636,iCQpiavjjPzJ5_3gPD5Ebg,0,2014-08-14,0,s6DjpXm2Kt4UDWmqufOUmw,5,Loved the food...no need to be drunk to eat it! Went on a non-busy day and received great service.,1,yfG0OHpq8lkDprSOcVcNXQ
